1, 1, 0.2
0.986323, 0.941544, 0.210028
0.982108, 0.923527, 0.213118
0.974394, 0.890559, 0.218774
0.971893, 0.879871, 0.220607
0.970598, 0.874337, 0.221556
0.96788, 0.862718, 0.22355
0.960807, 0.832488, 0.228735
0.960562, 0.831439, 0.228915
0.959973, 0.828922, 0.229347
0.959855, 0.828418, 0.229433
0.959222, 0.825713, 0.229897
0.958947, 0.82454, 0.230099
0.954363, 0.804944, 0.23346
0.951587, 0.793079, 0.235495
0.943774, 0.759688, 0.241223
0.942585, 0.754607, 0.242095
0.941418, 0.749618, 0.242951
0.94095, 0.747617, 0.243294
0.940278, 0.744746, 0.243786
0.93954, 0.741593, 0.244327
0.936226, 0.727426, 0.246758
0.935909, 0.726073, 0.24699
0.935129, 0.722739, 0.247562
0.930312, 0.702152, 0.251093
0.929673, 0.699418, 0.251562
0.929088, 0.696917, 0.251991
0.928329, 0.693674, 0.252547
0.926734, 0.686857, 0.253717
0.925432, 0.681294, 0.254671
0.925092, 0.679838, 0.254921
0.924061, 0.675433, 0.255677
0.922408, 0.668369, 0.256888
0.921379, 0.66397, 0.257643
0.921051, 0.662569, 0.257883
0.919719, 0.656874, 0.25886
0.919507, 0.65597, 0.259015
0.916984, 0.645188, 0.260865
0.916798, 0.644393, 0.261001
0.916165, 0.641685, 0.261466
0.915634, 0.639418, 0.261855
0.915506, 0.638871, 0.261948
0.914374, 0.634029, 0.262779
0.914312, 0.633767, 0.262824
0.913122, 0.628681, 0.263696
0.911293, 0.620862, 0.265038
0.909317, 0.612416, 0.266486
0.908393, 0.608467, 0.267164
0.906936, 0.60224, 0.268232
0.906216, 0.599163, 0.26876
0.906002, 0.598248, 0.268917
0.905162, 0.594657, 0.269533
0.90499, 0.593925, 0.269658
0.904805, 0.593131, 0.269795
0.903692, 0.588376, 0.27061
0.901554, 0.579237, 0.272178
0.898916, 0.567962, 0.274112
0.897928, 0.563738, 0.274837
0.897927, 0.563737, 0.274837
0.895243, 0.552265, 0.276805
0.895072, 0.551533, 0.27693
0.894878, 0.550703, 0.277073
0.894176, 0.547704, 0.277587
0.893853, 0.546325, 0.277824
0.893143, 0.543287, 0.278345
0.892777, 0.541725, 0.278613
0.892747, 0.541594, 0.278635
0.891411, 0.535886, 0.279614
0.890496, 0.531974, 0.280286
0.89004, 0.530025, 0.28062
0.889298, 0.526855, 0.281164
0.888844, 0.524914, 0.281497
0.88823, 0.522291, 0.281947
0.88674, 0.515923, 0.283039
0.8854, 0.510195, 0.284021
0.884558, 0.506598, 0.284639
0.884457, 0.506163, 0.284713
0.884015, 0.504275, 0.285037
0.882829, 0.499207, 0.285906
0.881426, 0.493211, 0.286935
0.881316, 0.492739, 0.287016
0.879881, 0.486607, 0.288068
0.879443, 0.484734, 0.288389
0.876721, 0.4731, 0.290385
0.876323, 0.471398, 0.290677
0.87582, 0.469251, 0.291045
0.87468, 0.464375, 0.291881
0.87405, 0.461684, 0.292343
0.873975, 0.461365, 0.292398
0.872865, 0.45662, 0.293212
0.87247, 0.454934, 0.293501
0.872193, 0.453746, 0.293705
0.872137, 0.453508, 0.293746
0.872107, 0.45338, 0.293768
0.871012, 0.448701, 0.29457
0.869349, 0.441591, 0.29579
0.869239, 0.44112, 0.295871
0.868418, 0.437611, 0.296473
0.867209, 0.432444, 0.297359
0.866809, 0.430734, 0.297652
0.866632, 0.429979, 0.297782
0.863397, 0.416155, 0.300153
0.86188, 0.409668, 0.301266
0.861643, 0.408657, 0.301439
0.861407, 0.40765, 0.301612
0.860719, 0.404708, 0.302117
0.860527, 0.403888, 0.302257
0.859724, 0.400455, 0.302846
0.858778, 0.396412, 0.30354
0.858253, 0.394167, 0.303925
0.857377, 0.390424, 0.304567
0.856693, 0.387499, 0.305069
0.850561, 0.361293, 0.309564
0.850024, 0.358994, 0.309959
0.84941, 0.356372, 0.310408
0.849203, 0.355488, 0.31056
0.848664, 0.353184, 0.310955
0.848372, 0.351936, 0.311169
0.847938, 0.350083, 0.311487
0.846732, 0.344925, 0.312372
0.845639, 0.340254, 0.313173
0.844901, 0.337102, 0.313714
0.844318, 0.33461, 0.314141
0.842132, 0.325264, 0.315745
0.841943, 0.324457, 0.315883
0.841935, 0.324422, 0.315889
0.841615, 0.323058, 0.316123
0.840405, 0.317885, 0.317011
0.83927, 0.313031, 0.317843
0.837631, 0.306028, 0.319044
0.837081, 0.303676, 0.319448
